instruction,output
"30대 입니다. 이번에 Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행) 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 통일부 판문점 견학안내소입니다.
"서울특별시 30대 여성, 여행지 추천","판문점에 가보셨나요? 가보시지 않으셨다면, 판문점을 추천드립니다."
"쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 역사 유적지 방문, 시티투어, 야외 스포츠, 레포츠 활동 여행 가는데 1명과 함께할 곳 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 진명스포아트입니다.
저는 50대 여성입니다. 3인 이상 여행(가족 외)으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 캘리 클럽 x 태그 액션 더 익스트림 롯데 아울렛 고양터미널입니다.
1명 과 캠핑로 여행을 계획하고 있습니다. 여행할 곳 추천 부탁드려요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 빅트리입니다.
"30대 인데, 이번에 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행 갑니다. 숙박 추천 해줘.","오드리에 가보셨나요? 가보시지 않으셨다면, 오드리을 추천드립니다."
"서울특별시 30대 남성, 여행지 추천","커피 샤워에 가보셨나요? 가보시지 않으셨다면, 커피 샤워을 추천드립니다."
"30대 입니다. 이번에 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 아쿠아파크 별내입니다.
"30대 남성이고, 이번에 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행로 여행을 떠납니다. 여행지 추천 부탁드려요.","키스톤 스피시즈에 가보셨나요? 가보시지 않으셨다면, 키스톤 스피시즈을 추천드립니다."
"3명과 함께 쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 역사 유적지 방문할 예정인데, 괜찮은 여행지를 추천해 줄 수 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 수원 화성 북서포루입니다.
"저는 30대 이고, 3명과 쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 역사 유적지 방문을 떠납니다. 추천 부탁드려요.","트레이더스 홀세일 클럽 수원점에 가보셨나요? 가보시지 않으셨다면, 트레이더스 홀세일 클럽 수원점을 추천드립니다."
"자가용을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 3명 과(와) 함께하는 여행입니다.","롯데몰 수원점에 가보셨나요? 가보시지 않으셨다면, 롯데몰 수원점을 추천드립니다."
"1명 과 지역 문화예술/공연/전시시설 관람, 시티투어, 쇼핑로 여행을 계획하고 있습니다. 여행할 곳 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 책 테마파크 도서관입니다.
"대구광역시 30대 여성, 여행지 추천","광교에 가보셨나요? 가보시지 않으셨다면, 광교을 추천드립니다."
"대중교통 등을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 0명 과(와) 함께하는 여행입니다.","응봉산에 가보셨나요? 가보시지 않으셨다면, 응봉산을 추천드립니다."
"3명과 테마파크, 놀이시설, 동/식물원 방문, 역사 유적지 방문 여행을 떠나는데 여행지 추천 해줘.","에버랜드 3주차장에 가보셨나요? 가보시지 않으셨다면, 에버랜드 3주차장을 추천드립니다."
"1명과 함께 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 드라마 촬영지 방문, 쇼핑, 유흥/오락(나이트라이프), 호캉스 여행, 인플루언서 따라하기 여행할 예정인데, 괜찮은 여행지를 추천해 줄 수 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 월미공원입니다.
"테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 드라마 촬영지 방문, 쇼핑, 유흥/오락(나이트라이프), 호캉스 여행, 인플루언서 따라하기 여행(으)로 가려고 하는데, 자가용을 이용 경기도 20대 여행지 추천",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 월미문화로입니다.
"테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 드라마 촬영지 방문, 쇼핑, 유흥/오락(나이트라이프), 호캉스 여행, 인플루언서 따라하기 여행 가는데 1명과 함께할 곳 추천해 주세요.","인천 원조 바이킹에 가보셨나요? 가보시지 않으셨다면, 인천 원조 바이킹을 추천드립니다."
"20대 입니다. 이번에 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 드라마 촬영지 방문, 쇼핑, 유흥/오락(나이트라이프), 호캉스 여행, 인플루언서 따라하기 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 마이랜드입니다.
"경기도에 사는 사람이 역사 유적지 방문, 테마파크, 놀이시설, 동/식물원 방문, 지역 문화예술/공연/전시시설 관람, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행로 여행갈만한 곳이 있나요? 2명 정도 될 것 같습니다.","김수현 개인전(먹이주기 FEEDING)에 가보셨나요? 가보시지 않으셨다면, 김수현 개인전(먹이주기 FEEDING)을 추천드립니다."
"1명 과 쇼핑, SNS 인생샷 여행, 시티투어로 여행을 계획하고 있습니다. 여행할 곳 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 코스트코 광명점입니다.
2인 여행(가족 외)로 1명 과 여행지 추천,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 광명 새빛공원입니다.
"20대 입니다. 이번에 드라마 촬영지 방문, 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 시티투어, 지역 문화예술/공연/전시시설 관람 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 파라다이스 시티입니다.
"드라마 촬영지 방문, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람 여행 가는데 0과 함께할 곳 추천해 주세요.","백범광장 백범 김구 쌍에 가보셨나요? 가보시지 않으셨다면, 백범광장 백범 김구 쌍을 추천드립니다."
" 드라마 촬영지 방문, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람 여행을 떠나는데 여행지 추천 해줘.","유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 남산공원 N서울타워, 팔각정, 남산공원입니다."
"경기도에 사는 사람이 드라마 촬영지 방문, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람로 여행갈만한 곳이 있나요? 0명 정도 될 것 같습니다.","서울 한양도성 남산 구간 3코스에 가보셨나요? 가보시지 않으셨다면, 서울 한양도성 남산 구간 3코스을 추천드립니다."
"드라마 촬영지 방문, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람 여행 가는데 0과 함께할 곳 추천해 주세요.","유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 흥인지문 공원, 이화동 벽화마을, 낙산공원입니다."
"경기도에 사는 사람이 드라마 촬영지 방문, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람로 여행갈만한 곳이 있나요? 0명 정도 될 것 같습니다.","혜화문에 가보셨나요? 가보시지 않으셨다면, 혜화문을 추천드립니다."
나홀로 여행로 0명 과 여행지 추천,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 아모레 성수입니다.
"자가용을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 1명 과(와) 함께하는 여행입니다.","양평 물 맑은 시장에 가보셨나요? 가보시지 않으셨다면, 양평 물 맑은 시장을 추천드립니다."
"저는 30대 이고, 1명과 온천/스파, 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 인플루언서 따라하기 여행를 가려고 합니다. 여행지 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 탄탄면 공방 스타필드 하남점입니다.
"경기도 20대 여성, 여행지 추천",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 창덕궁입니다.
저는 20대 여성입니다. 2인 여행(가족 외)으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 맴이 산입니다.
"신규 여행지 발굴, 친환경 여행(플로깅 여행), 등반 여행 가는데 1명과 함께할 곳 추천해 주세요.","롯데몰 수지점에 가보셨나요? 가보시지 않으셨다면, 롯데몰 수지점을 추천드립니다."
"서울특별시에 사는 사람이 테마파크, 놀이시설, 동/식물원 방문, 등반 여행, 드라마 촬영지 방문로 여행갈만한 곳이 있나요? 1명 정도 될 것 같습니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 산정 랜드입니다.
"대중교통 등을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 1명 과(와) 함께하는 여행입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 수원 월드컵 경기장 보조경기장입니다.
"역사 유적지 방문, 테마파크, 놀이시설, 동/식물원 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 교육/체험 프로그램 참가, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행)(으)로 자녀 동반 여행을 계획하고 있는데, 추천할 만한 여행지가 있을까요?","백남준아트센터에 가보셨나요? 가보시지 않으셨다면, 백남준아트센터을 추천드립니다."
"30대 입니다. 이번에 SNS 인생샷 여행, 지역 문화예술/공연/전시시설 관람 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 커피빈 올림픽공원 북 2문 앞 점입니다.
"저는 쇼핑, 인플루언서 따라하기 여행, 시티투어, 야외 스포츠, 레포츠 활동, 지역 문화예술/공연/전시시설 관람을 선호하고,  함께 갈 예정입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 KTG 상상마당 홍대입니다.
"이번 쇼핑, 인플루언서 따라하기 여행, 시티투어, 야외 스포츠, 레포츠 활동, 지역 문화예술/공연/전시시설 관람로  함께 여행하려 합니다. 갈 만한 곳이 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 홍대네 컷 홍대 2호점입니다.
"수도권에 가 볼 만한 곳이 있을까요? 저는 쇼핑, 인플루언서 따라하기 여행, 시티투어, 야외 스포츠, 레포츠 활동, 지역 문화예술/공연/전시시설 관람을 좋아하고, 나홀로 여행 예정입니다.","러키 팩토리에 가보셨나요? 가보시지 않으셨다면, 러키 팩토리을 추천드립니다."
"20대 여성이고, 이번에 쇼핑, 인플루언서 따라하기 여행, 시티투어, 야외 스포츠, 레포츠 활동, 지역 문화예술/공연/전시시설 관람로 여행을 떠납니다. 여행지 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 브랜드 마켓입니다.
"이번 쇼핑, Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴로 2명과 함께 여행하려 합니다. 갈 만한 곳이 있을까요?","현대 시티 아울렛 가산점에 가보셨나요? 가보시지 않으셨다면, 현대 시티 아울렛 가산점을 추천드립니다."
"쇼핑, Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴(으)로 3인 이상 여행(가족 외) 여행을 계획하고 있는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 백상 카카오 스크린골프입니다.
"경기도에 사는 사람이 SNS 인생샷 여행, 유흥/오락(나이트라이프)로 여행갈만한 곳이 있나요? 20명 정도 될 것 같습니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 두창 저수지입니다.
